Passenger_Demographic_Segment,Age_Band,Home_Region,Traveller_Type,Income_Segment,Seasonal_Behaviour_Adjustment,Rolling_Flights_7_Days,Rolling_Flights_30_Days,Rolling_Flights_90_Days,Rolling_Flights_180_Days,Booking_Intent_Drop,Loyalty_Redemption_Trend,App_Web_Engagement_Slope,Email_Offer_Engagement_Decline,Support_Ticket_Momentum,Delay_Rate_Percent,Cancellation_Count,Baggage_Mishandling_Count,Support_Ticket_Count_6_12M,Avg_Resolution_Time_Hours,Days_Since_Last_Flight,Flights_Last_3_Months,Loyalty_Tier,Tier_Downgrade_Indicator,Days_Since_Last_Login,Refund_Count,Ancillary_Purchase_Count,Disruption_Stress_Score,Behavioural_Drift_Score,Engagement_Trend_Index,Churned
46-55_Latin America_Business_High,46-55,Latin America,Business,High,-0.36,0,2,3,5,6.69,-16.19,-0.844,0.38,12.16,11.84,1,0,4,25.64,1,2,Silver,0,20,0,5,18.55,41.08,0.749,0
56-65_Latin America_Business_Low,56-65,Latin America,Business,Low,5.48,0,0,2,1,-7.26,-45.98,-0.913,-30.59,26.42,40.45,0,0,1,24.78,666,0,Platinum,0,139,1,3,12.14,38.2,-1.344,1
18-25_Europe_Business_Medium,18-25,Europe,Business,Medium,17.49,1,3,8,11,20.0,-12.24,-0.281,-48.57,28.76,33.45,0,0,1,20.76,40,11,Gold,0,22,0,5,10.04,8.75,-0.665,0
26-35_North America_Business_Medium,26-35,North America,Business,Medium,6.42,2,5,8,11,20.0,9.48,-0.339,0.96,64.91,41.34,0,0,1,41.26,59,2,Gold,0,6,0,11,12.4,40.81,-0.104,0
26-35_Middle East_Business_High,26-35,Middle East,Business,High,-18.95,0,0,0,1,-6.6,-20.47,-0.346,2.23,32.55,28.94,2,0,0,27.04,665,0,Gold,1,240,5,1,38.68,52.05,-2.741,1
46-55_Latin America_Business_High,46-55,Latin America,Business,High,10.57,0,0,0,1,-15.6,23.8,-0.959,-13.46,25.08,32.93,0,2,1,22.64,555,0,Platinum,0,337,0,0,49.88,68.31,-0.599,1
65+_Asia-Pacific_Business_Medium,65+,Asia-Pacific,Business,Medium,-4.19,1,3,6,6,0.9,-8.94,-0.335,10.0,66.31,18.25,0,0,4,13.09,45,11,Silver,0,25,0,3,5.48,51.36,0.625,0
65+_Asia-Pacific_Mixed_Medium,65+,Asia-Pacific,Mixed,Medium,-28.72,2,2,7,10,19.24,3.91,-0.184,8.28,52.82,23.32,0,0,2,6.46,52,12,Gold,1,28,1,2,7.0,37.35,-0.135,0
46-55_Middle East_Leisure_Medium,46-55,Middle East,Leisure,Medium,-6.27,0,1,1,1,1.72,-10.45,-0.893,-39.94,71.66,33.28,0,2,3,12.37,330,0,Gold,0,236,0,2,49.99,39.87,-0.861,1
36-45_North America_Leisure_Medium,36-45,North America,Leisure,Medium,-22.65,0,0,4,5,12.85,-14.15,0.054,-20.1,13.2,35.83,0,0,1,27.6,19,2,Silver,0,0,0,11,10.75,8.26,-1.351,0
26-35_Latin America_Mixed_Low,26-35,Latin America,Mixed,Low,-7.1,1,7,10,16,-13.32,14.67,-0.015,10.0,51.55,48.57,1,0,1,65.72,12,12,Platinum,0,27,1,5,29.57,39.57,0.125,0
36-45_Europe_Business_Medium,36-45,Europe,Business,Medium,5.93,0,0,0,1,-3.78,-41.5,-1.038,-3.57,34.81,50.92,0,0,2,51.52,270,0,Bronze,0,206,0,0,15.27,30.59,-0.811,1
56-65_Asia-Pacific_Leisure_Medium,56-65,Asia-Pacific,Leisure,Medium,-21.9,1,0,1,3,-75.49,-32.71,-0.53,-16.33,41.19,27.34,0,0,3,7.51,560,0,Bronze,1,84,0,0,8.2,66.34,-1.981,1
26-35_Europe_Business_High,26-35,Europe,Business,High,-0.59,0,2,1,0,-69.66,3.69,-0.648,-38.79,46.5,18.06,3,0,0,38.1,698,0,Silver,0,306,0,1,50.42,50.41,-1.476,1
56-65_Europe_Leisure_Medium,56-65,Europe,Leisure,Medium,11.25,0,0,0,1,-15.31,10.61,0.042,-49.37,68.15,20.68,1,0,2,6.96,63,9,Bronze,0,7,0,6,21.2,69.57,0.73,0
18-25_Asia-Pacific_Business_Low,18-25,Asia-Pacific,Business,Low,-14.37,0,1,1,2,-23.09,12.13,-0.881,-33.82,73.45,27.59,2,0,2,10.19,422,0,Bronze,1,181,1,2,38.28,90.26,-1.583,1
36-45_Latin America_Business_Medium,36-45,Latin America,Business,Medium,-9.26,0,1,0,3,-1.9,-1.98,-1.176,10.0,26.13,35.63,0,2,5,18.36,550,0,Platinum,0,105,0,2,50.69,48.6,-0.014,1
46-55_Asia-Pacific_Business_Low,46-55,Asia-Pacific,Business,Low,11.03,1,2,3,3,-18.24,-59.7,-0.259,-35.0,78.05,41.66,0,0,2,8.11,7,10,Bronze,0,15,0,6,12.5,44.93,0.768,0
26-35_Middle East_Mixed_Medium,26-35,Middle East,Mixed,Medium,11.71,0,4,3,6,20.0,-5.98,-0.029,-41.04,54.55,7.37,0,0,12,28.82,39,8,Bronze,0,9,0,6,2.21,93.45,-1.428,0
36-45_North America_Business_Medium,36-45,North America,Business,Medium,-22.38,1,2,6,7,-35.56,-16.86,0.008,-58.75,55.45,31.11,1,2,3,14.66,48,9,Silver,0,12,1,6,64.33,20.76,-1.803,0
46-55_Middle East_Business_Low,46-55,Middle East,Business,Low,-20.61,0,0,1,0,14.53,2.95,-1.18,-0.48,46.55,19.44,0,0,3,38.95,180,0,Gold,0,347,0,0,5.83,50.25,-1.612,1
18-25_Europe_Business_Low,18-25,Europe,Business,Low,6.85,0,1,2,3,18.78,-30.79,-0.027,10.0,72.7,18.67,0,0,1,63.54,21,11,Bronze,0,18,0,6,5.6,23.79,0.008,0
26-35_North America_Leisure_Low,26-35,North America,Leisure,Low,-8.47,0,3,3,5,-0.79,-28.36,-0.156,-37.47,70.26,21.15,0,1,1,18.21,76,4,Silver,0,0,0,4,26.34,3.61,-0.259,0
56-65_North America_Leisure_Medium,56-65,North America,Leisure,Medium,-7.33,0,0,1,1,-15.14,1.48,-0.728,-10.05,32.43,0.0,0,2,6,25.94,579,1,Bronze,1,316,0,3,40.0,45.62,-1.401,1
18-25_Asia-Pacific_Leisure_Medium,18-25,Asia-Pacific,Leisure,Medium,-31.36,1,0,1,2,-31.91,11.04,-0.615,-26.05,79.2,17.01,1,0,10,62.51,571,0,Bronze,0,326,0,0,20.1,35.51,-1.236,1
65+_Latin America_Leisure_Low,65+,Latin America,Leisure,Low,-11.92,1,1,7,9,5.32,-28.82,0.902,4.42,60.13,38.32,0,0,1,21.13,37,4,Platinum,0,13,0,5,11.49,51.49,-0.355,0
46-55_Asia-Pacific_Leisure_Medium,46-55,Asia-Pacific,Leisure,Medium,-7.45,0,0,2,0,-24.24,36.09,-1.616,-35.59,83.87,52.62,1,1,0,8.67,703,0,Gold,1,153,1,0,50.79,45.35,-2.295,1
26-35_Europe_Business_Medium,26-35,Europe,Business,Medium,5.85,0,7,8,13,-8.37,-7.62,0.205,-34.57,14.15,20.81,0,0,1,33.43,44,4,Gold,0,24,1,7,6.24,34.21,0.457,0
26-35_North America_Business_High,26-35,North America,Business,High,-10.59,1,5,9,16,11.34,10.2,0.348,-15.28,74.47,27.01,3,1,2,8.21,27,7,Gold,0,7,0,6,73.1,39.52,-1.39,0
18-25_Asia-Pacific_Mixed_Medium,18-25,Asia-Pacific,Mixed,Medium,5.89,0,2,1,1,-59.69,-29.17,-0.786,-5.65,53.38,7.19,8,0,1,23.03,311,0,Silver,0,274,0,0,100.0,62.85,0.212,1
26-35_North America_Leisure_Medium,26-35,North America,Leisure,Medium,-7.58,0,0,0,0,-17.52,-4.82,-1.501,-28.07,18.16,63.34,0,1,3,15.05,331,0,Bronze,1,122,0,3,39.0,42.19,-0.472,1
46-55_Europe_Mixed_Medium,46-55,Europe,Mixed,Medium,13.84,0,0,1,2,-27.26,-19.69,-0.533,-32.08,66.57,4.54,0,0,1,12.31,411,0,Bronze,1,237,0,1,1.36,51.65,-0.95,1
18-25_Asia-Pacific_Leisure_High,18-25,Asia-Pacific,Leisure,High,-5.22,0,0,4,7,9.13,9.43,-0.196,-38.36,36.47,39.74,0,3,1,16.72,78,3,Silver,0,20,0,10,71.92,73.64,0.97,0
56-65_Latin America_Leisure_Low,56-65,Latin America,Leisure,Low,-12.73,0,0,0,1,10.84,-7.42,0.295,-56.59,79.25,28.18,0,0,2,31.85,49,5,Silver,0,16,0,2,8.45,40.41,-0.148,0
18-25_Europe_Leisure_Medium,18-25,Europe,Leisure,Medium,-15.97,0,0,2,2,-13.11,13.96,-1.16,-31.51,24.1,24.41,1,0,3,18.16,227,1,Platinum,1,319,0,3,22.32,42.8,-1.431,1
18-25_North America_Leisure_Medium,18-25,North America,Leisure,Medium,-20.56,0,0,1,1,-16.07,-9.92,-1.127,-52.42,46.41,7.27,0,4,2,54.54,400,0,Silver,0,160,0,1,82.18,56.45,-1.884,1
56-65_Middle East_Business_Medium,56-65,Middle East,Business,Medium,-0.29,0,0,0,3,-24.21,-51.5,-1.171,-28.71,72.3,39.5,1,0,0,52.13,580,0,Platinum,1,136,0,3,26.85,62.25,-1.3,1
65+_Asia-Pacific_Business_Medium,65+,Asia-Pacific,Business,Medium,24.4,2,3,14,19,20.0,29.67,0.657,-82.05,62.09,6.4,1,0,1,9.11,47,7,Platinum,0,4,0,8,16.92,60.95,2.0,0
46-55_Middle East_Leisure_High,46-55,Middle East,Leisure,High,6.79,0,1,2,1,-9.61,-4.65,-0.854,-57.38,44.53,49.65,0,0,4,15.94,417,0,Gold,0,226,0,0,14.89,69.31,-2.826,1
65+_North America_Business_High,65+,North America,Business,High,1.19,0,3,2,0,-10.68,-11.87,-0.264,-67.24,66.64,24.62,3,0,1,18.49,216,1,Bronze,0,74,0,0,52.39,73.23,-1.568,1
65+_Europe_Business_Medium,65+,Europe,Business,Medium,-23.48,2,2,15,19,-26.93,-26.66,0.321,-11.55,48.5,39.86,0,0,1,40.51,71,12,Gold,0,27,0,4,11.96,0.0,0.8,0
65+_Latin America_Mixed_Medium,65+,Latin America,Mixed,Medium,-22.71,0,3,4,6,-3.61,-9.23,-0.594,-81.57,29.86,22.38,0,0,4,30.01,42,8,Silver,0,16,0,4,6.71,64.51,-1.643,0
36-45_North America_Leisure_High,36-45,North America,Leisure,High,9.26,0,0,1,0,15.47,-8.44,-1.287,-24.59,70.51,56.27,2,0,2,14.16,654,0,Bronze,0,105,2,1,46.88,34.81,-2.82,1
65+_Asia-Pacific_Leisure_Medium,65+,Asia-Pacific,Leisure,Medium,1.92,0,0,0,1,-25.57,6.98,-0.142,-26.59,83.7,0.0,7,0,0,13.53,409,0,Bronze,0,136,1,0,100.0,32.16,-1.936,1
36-45_North America_Leisure_High,36-45,North America,Leisure,High,-14.53,0,0,2,1,-18.42,-3.48,-1.236,-39.84,28.26,50.37,0,0,1,4.97,639,0,Bronze,0,134,1,1,15.11,81.35,-1.571,1
56-65_Asia-Pacific_Business_Medium,56-65,Asia-Pacific,Business,Medium,-30.73,0,1,1,3,-28.16,13.36,-0.805,-11.89,50.52,35.32,0,0,0,107.18,390,0,Bronze,1,149,0,3,10.6,32.1,-1.267,1
46-55_Middle East_Leisure_Low,46-55,Middle East,Leisure,Low,-7.98,0,0,1,1,13.63,-7.2,-0.239,-33.79,47.1,35.36,0,0,2,8.67,333,0,Silver,1,149,2,0,10.61,45.21,-1.607,1
65+_Europe_Leisure_Medium,65+,Europe,Leisure,Medium,-18.48,1,3,10,16,-45.69,11.58,0.203,-43.11,69.85,39.99,0,5,5,6.72,68,8,Platinum,0,7,2,9,100.0,65.55,-0.398,0
26-35_Middle East_Leisure_High,26-35,Middle East,Leisure,High,-12.93,0,1,0,0,12.91,17.38,-1.107,-71.16,41.92,0.0,0,0,1,18.46,552,0,Bronze,0,306,0,2,0.0,55.6,-1.266,1
56-65_Europe_Mixed_High,56-65,Europe,Mixed,High,-24.26,0,0,1,0,-27.12,20.02,-0.757,-33.0,57.42,10.97,1,0,1,29.46,408,0,Silver,1,187,0,0,18.29,76.28,-0.671,1
36-45_Latin America_Business_High,36-45,Latin America,Business,High,7.1,0,2,0,4,-66.98,-40.0,-0.977,-13.43,69.8,0.0,0,0,2,19.78,622,0,Silver,0,137,0,1,0.0,66.11,-1.716,1
46-55_Europe_Business_High,46-55,Europe,Business,High,-14.16,0,1,1,1,-3.49,15.67,-1.126,-15.87,38.3,46.0,0,0,1,61.03,261,0,Bronze,0,233,0,0,13.8,55.45,-0.127,1
18-25_North America_Leisure_Medium,18-25,North America,Leisure,Medium,2.67,0,0,0,1,3.65,5.53,-0.832,-5.9,0.0,2.44,1,0,2,33.99,615,0,Gold,0,292,0,2,15.73,30.27,-0.412,1
46-55_Europe_Leisure_Low,46-55,Europe,Leisure,Low,0.8,1,0,1,1,7.52,-0.48,-1.007,6.33,45.8,13.92,0,0,2,30.14,0,4,Silver,0,12,0,2,4.18,28.73,-0.656,0
46-55_Asia-Pacific_Business_Medium,46-55,Asia-Pacific,Business,Medium,-13.73,3,6,15,20,-43.74,-27.71,-0.496,-25.85,52.13,51.2,0,0,3,12.21,69,6,Platinum,0,6,0,2,15.36,57.02,0.458,0
65+_Middle East_Mixed_Low,65+,Middle East,Mixed,Low,-7.78,0,0,0,2,-19.21,4.4,-0.659,-27.74,56.29,50.48,1,0,1,7.75,270,0,Gold,0,280,1,2,30.14,57.02,-1.496,1
65+_Europe_Mixed_High,65+,Europe,Mixed,High,21.4,0,1,3,3,-15.61,-62.57,0.136,10.0,45.54,33.7,0,0,1,6.55,16,11,Bronze,0,3,0,5,10.11,0.0,0.381,0
36-45_Asia-Pacific_Mixed_High,36-45,Asia-Pacific,Mixed,High,-20.44,0,1,3,0,-4.67,-11.27,-1.188,10.0,62.46,58.05,0,2,4,4.21,597,0,Bronze,1,102,0,2,57.41,38.26,-2.181,1
36-45_Middle East_Mixed_High,36-45,Middle East,Mixed,High,-17.6,1,0,3,4,-27.13,-29.19,-0.304,-2.94,5.37,22.87,2,1,1,101.68,17,10,Silver,0,10,0,8,56.86,26.24,0.461,0
65+_Middle East_Mixed_Medium,65+,Middle East,Mixed,Medium,-36.5,0,0,1,2,-28.49,18.23,-1.33,-58.7,52.18,20.67,0,0,4,42.12,233,1,Bronze,0,359,1,1,6.2,65.02,-1.591,1
65+_Asia-Pacific_Mixed_Low,65+,Asia-Pacific,Mixed,Low,-7.2,0,0,0,0,-69.52,-7.86,-1.509,-71.82,66.87,4.94,1,5,2,12.84,499,0,Bronze,1,330,1,1,100.0,6.92,-1.077,1
26-35_Middle East_Leisure_Medium,26-35,Middle East,Leisure,Medium,-36.45,0,0,0,0,-72.21,-14.72,-0.646,-39.04,78.78,40.95,1,0,5,21.89,579,0,Gold,0,188,0,1,27.29,69.14,-0.901,1
26-35_Asia-Pacific_Business_Low,26-35,Asia-Pacific,Business,Low,-12.32,0,1,6,7,20.0,-24.36,0.388,-13.81,48.68,36.2,0,0,2,8.93,26,4,Bronze,0,26,0,4,10.86,48.42,0.023,0
56-65_North America_Business_Medium,56-65,North America,Business,Medium,-32.13,0,2,6,9,-36.86,-16.5,1.0,-38.79,65.48,4.48,0,0,2,43.46,22,5,Silver,0,18,1,5,1.34,26.56,1.427,0
65+_North America_Business_Medium,65+,North America,Business,Medium,5.89,1,0,1,2,-13.95,-33.68,0.381,-17.35,29.67,15.99,0,0,1,44.39,59,5,Bronze,0,6,1,7,4.8,48.24,-0.2,0
18-25_Latin America_Leisure_High,18-25,Latin America,Leisure,High,-7.52,0,1,3,1,-8.04,-33.17,-1.23,-19.82,81.12,0.0,0,0,0,5.52,235,0,Bronze,1,68,4,2,0.0,45.17,-2.328,1
26-35_North America_Leisure_Medium,26-35,North America,Leisure,Medium,-50.0,1,3,5,8,-19.72,-15.79,-0.433,-26.69,45.83,18.51,2,0,0,11.55,68,2,Platinum,0,0,0,11,35.55,18.0,-0.238,0
36-45_Europe_Leisure_High,36-45,Europe,Leisure,High,-19.52,1,4,7,9,-24.16,8.62,-0.158,9.33,71.38,13.83,0,0,0,7.48,32,9,Gold,0,20,0,6,4.15,88.51,1.406,0
46-55_Latin America_Business_Medium,46-55,Latin America,Business,Medium,-12.15,2,3,6,7,-6.62,-15.83,0.756,-13.73,5.49,40.42,1,0,3,21.85,85,5,Bronze,0,29,0,2,27.13,55.51,0.534,0
56-65_North America_Business_High,56-65,North America,Business,High,2.9,1,2,3,3,2.98,-11.29,0.913,5.83,40.6,46.73,0,2,1,49.3,37,10,Gold,0,13,2,8,54.02,0.0,-1.0,0
26-35_Middle East_Business_Low,26-35,Middle East,Business,Low,8.03,0,0,0,1,-2.73,-27.54,-0.718,-18.5,78.16,34.05,1,0,1,14.02,443,0,Bronze,0,96,0,0,25.21,60.96,-2.145,1
46-55_Middle East_Business_Low,46-55,Middle East,Business,Low,0.92,0,4,1,1,20.0,-4.42,0.682,-28.56,20.67,21.24,2,0,12,11.61,8,8,Bronze,0,9,3,1,36.37,15.26,2.0,0
46-55_Latin America_Business_High,46-55,Latin America,Business,High,-0.46,0,1,1,1,-18.8,14.06,-0.724,-41.22,23.5,48.19,1,1,1,19.76,415,0,Bronze,0,334,1,2,49.46,66.39,-2.042,1
26-35_Europe_Business_Medium,26-35,Europe,Business,Medium,1.21,1,2,4,6,-10.25,-13.94,0.199,10.0,58.78,51.37,0,1,2,25.36,81,7,Silver,0,14,0,8,35.41,29.27,0.13,0
18-25_Europe_Business_Medium,18-25,Europe,Business,Medium,4.72,0,2,1,3,-19.29,-36.25,-1.471,10.0,54.66,20.69,0,0,3,14.36,639,1,Silver,1,345,1,0,6.21,79.25,-1.232,1
18-25_Latin America_Leisure_High,18-25,Latin America,Leisure,High,-4.83,0,3,0,2,7.74,-5.69,-1.879,10.0,49.18,32.01,0,1,0,13.2,251,0,Bronze,0,146,1,0,29.6,40.55,-1.125,1
56-65_North America_Business_Medium,56-65,North America,Business,Medium,-8.25,1,3,4,4,-3.1,17.46,0.256,3.21,33.17,0.0,0,0,3,23.94,1,5,Bronze,0,26,0,3,0.0,33.21,0.024,0
18-25_Asia-Pacific_Leisure_Medium,18-25,Asia-Pacific,Leisure,Medium,-2.23,0,0,1,2,-40.13,-27.92,-0.934,-19.39,25.57,49.67,1,0,3,2.1,551,0,Bronze,0,199,0,3,29.9,57.62,-0.622,1
56-65_Asia-Pacific_Leisure_Low,56-65,Asia-Pacific,Leisure,Low,12.48,0,0,0,2,-18.76,-4.55,-0.553,-46.65,9.9,67.06,2,0,4,10.94,305,0,Silver,1,95,0,1,50.12,93.37,-2.08,1
36-45_Europe_Business_Medium,36-45,Europe,Business,Medium,-40.27,0,1,1,2,-13.49,-32.58,-0.852,-48.45,69.71,21.49,0,0,3,21.66,665,0,Bronze,0,214,0,1,6.45,62.8,-0.539,1
26-35_Latin America_Leisure_Medium,26-35,Latin America,Leisure,Medium,-39.41,1,0,4,6,20.0,-25.44,-0.36,10.0,56.67,2.97,0,0,0,62.11,21,10,Silver,0,11,0,6,0.89,40.19,1.07,0
46-55_Asia-Pacific_Business_Medium,46-55,Asia-Pacific,Business,Medium,3.4,0,0,5,7,-32.9,14.8,-0.083,-0.1,48.28,22.0,0,0,3,8.03,46,4,Bronze,0,16,0,6,6.6,47.1,0.372,0
56-65_North America_Business_High,56-65,North America,Business,High,-18.47,0,1,1,1,-11.02,-30.09,-1.111,-8.83,61.87,35.69,3,0,0,95.78,422,0,Bronze,0,267,0,4,55.71,57.83,-1.952,1
18-25_North America_Mixed_Medium,18-25,North America,Mixed,Medium,-3.95,0,1,1,5,5.19,34.63,-0.155,-46.75,18.0,5.06,1,0,0,32.78,680,0,Gold,0,345,1,1,16.52,32.77,-1.948,1
56-65_North America_Leisure_High,56-65,North America,Leisure,High,-5.47,0,1,4,5,-40.29,-14.97,0.44,-56.51,44.87,30.25,0,0,4,13.41,69,5,Bronze,0,18,0,7,9.07,25.4,-0.562,0
65+_North America_Leisure_Low,65+,North America,Leisure,Low,27.44,0,0,0,1,-24.33,-15.01,-0.648,-66.46,75.29,53.62,0,0,2,28.41,315,0,Platinum,0,142,0,2,16.09,65.3,-2.115,1
56-65_Asia-Pacific_Mixed_High,56-65,Asia-Pacific,Mixed,High,5.13,0,2,1,1,-36.63,26.15,-0.693,-89.44,78.59,30.57,0,1,1,10.41,470,0,Bronze,0,252,0,3,29.17,31.87,-1.821,1
18-25_North America_Mixed_High,18-25,North America,Mixed,High,10.07,1,2,3,8,-58.11,40.0,0.203,-24.27,31.92,29.86,0,0,3,10.15,12,8,Silver,0,27,1,8,8.96,19.58,2.0,0
65+_Europe_Business_High,65+,Europe,Business,High,-9.66,0,1,1,4,20.0,-20.85,0.727,-5.9,48.98,31.08,0,2,1,7.86,39,10,Bronze,0,16,1,2,49.32,0.0,-0.209,0
65+_Latin America_Leisure_Medium,65+,Latin America,Leisure,Medium,-17.08,1,0,2,3,-57.52,6.35,-1.091,1.52,44.13,33.94,0,0,1,62.24,16,11,Silver,0,12,0,5,10.18,64.7,2.0,0
18-25_Asia-Pacific_Leisure_Medium,18-25,Asia-Pacific,Leisure,Medium,-17.7,0,2,7,9,17.29,0.9,-0.616,-29.5,79.71,14.05,1,0,1,15.32,17,6,Gold,0,26,0,8,19.21,41.77,0.608,0
65+_Europe_Business_Low,65+,Europe,Business,Low,13.39,0,1,0,3,-61.63,9.64,-1.097,-58.97,61.27,8.94,0,3,2,164.3,570,0,Platinum,0,198,0,0,62.68,4.66,-0.902,1
26-35_Latin America_Leisure_Medium,26-35,Latin America,Leisure,Medium,2.87,0,0,0,1,-14.19,24.65,-0.964,-0.67,58.74,25.97,0,1,3,13.28,331,0,Gold,0,346,1,0,27.79,57.09,-0.957,1
46-55_North America_Business_Low,46-55,North America,Business,Low,-3.86,0,0,0,0,-20.19,12.44,-0.958,5.99,72.31,69.88,0,1,5,32.66,486,0,Bronze,0,348,0,1,40.96,32.79,-1.279,1
26-35_Latin America_Leisure_High,26-35,Latin America,Leisure,High,20.67,0,1,0,1,-33.71,-35.45,-0.928,-13.18,63.24,14.46,2,0,1,11.07,240,0,Silver,1,296,0,1,34.34,46.32,-2.555,1
26-35_Asia-Pacific_Leisure_High,26-35,Asia-Pacific,Leisure,High,-7.09,0,0,1,1,11.05,-23.58,-1.271,-90.0,81.45,18.83,0,0,0,39.25,579,0,Silver,0,281,1,0,5.65,80.43,-2.453,1
18-25_Asia-Pacific_Business_Low,18-25,Asia-Pacific,Business,Low,-16.56,0,1,0,1,-1.76,5.7,-0.316,-10.35,69.89,24.66,0,2,2,18.55,583,0,Bronze,0,349,0,0,47.4,19.29,-2.091,1
18-25_Middle East_Mixed_Medium,18-25,Middle East,Mixed,Medium,-10.13,0,0,2,3,7.22,-22.47,0.864,10.0,15.19,48.66,7,0,2,50.72,70,2,Bronze,0,26,0,10,100.0,69.53,0.343,0
46-55_Asia-Pacific_Leisure_High,46-55,Asia-Pacific,Leisure,High,11.12,0,0,2,0,-48.42,0.75,-1.653,-43.66,29.15,18.97,0,0,2,41.76,378,0,Bronze,0,105,0,1,5.69,83.58,-2.79,1
56-65_Middle East_Mixed_Medium,56-65,Middle East,Mixed,Medium,-25.57,0,2,0,1,-31.15,-6.64,-1.162,-27.68,44.54,16.67,0,0,0,15.52,721,0,Gold,0,256,1,0,5.0,71.66,-1.479,1
26-35_Middle East_Business_Medium,26-35,Middle East,Business,Medium,-5.72,0,0,1,0,3.14,-1.9,-0.66,-48.52,6.51,36.95,0,0,2,5.62,185,0,Bronze,0,128,2,3,11.09,15.78,-1.686,1
65+_Europe_Business_High,65+,Europe,Business,High,19.15,0,0,1,2,-46.49,24.42,-0.791,-58.55,5.71,45.87,2,0,2,15.82,405,0,Gold,0,209,0,1,43.76,0.0,-3.0,1
46-55_Europe_Leisure_Medium,46-55,Europe,Leisure,Medium,1.09,0,1,1,1,11.92,12.72,-1.278,-1.95,57.2,5.08,1,1,0,107.83,710,0,Silver,1,285,0,1,36.52,68.06,-0.29,1
26-35_Middle East_Business_High,26-35,Middle East,Business,High,-7.96,1,0,7,7,-48.5,21.62,-0.266,10.0,79.22,3.23,0,0,1,89.9,49,9,Silver,0,19,0,7,0.97,14.4,1.076,0
56-65_Asia-Pacific_Leisure_High,56-65,Asia-Pacific,Leisure,High,23.89,0,0,1,3,-27.41,3.95,0.345,10.0,19.43,48.52,0,1,1,69.35,35,6,Silver,0,3,0,3,34.56,70.02,1.782,0
65+_Middle East_Leisure_Low,65+,Middle East,Leisure,Low,0.23,0,0,0,1,13.75,-22.24,-0.315,-28.62,36.21,22.58,0,0,5,39.99,646,0,Bronze,0,267,0,2,6.77,55.43,-3.0,1
26-35_Asia-Pacific_Business_Low,26-35,Asia-Pacific,Business,Low,-29.17,1,4,13,23,-49.85,-24.14,-0.458,-22.51,61.33,13.48,3,1,0,9.4,80,12,Platinum,0,29,6,3,69.04,29.97,-0.739,0
36-45_Asia-Pacific_Business_High,36-45,Asia-Pacific,Business,High,-7.58,0,1,5,5,8.77,-24.51,0.137,7.25,50.17,78.66,0,0,4,23.83,58,9,Bronze,0,29,0,5,23.6,66.98,0.626,0
46-55_North America_Leisure_Medium,46-55,North America,Leisure,Medium,13.23,0,1,4,8,-10.55,-15.97,-0.416,-18.32,62.74,47.7,0,0,3,50.23,39,5,Gold,0,25,3,7,14.31,27.82,-0.239,0
18-25_Europe_Business_Low,18-25,Europe,Business,Low,-2.48,0,2,3,5,-6.14,2.04,0.268,-24.52,42.58,22.29,0,0,3,6.29,47,7,Silver,0,20,1,4,6.69,21.16,-0.824,0
26-35_Asia-Pacific_Leisure_Low,26-35,Asia-Pacific,Leisure,Low,18.29,1,5,8,9,5.22,17.16,-0.123,2.32,24.53,7.76,0,0,1,5.26,37,5,Gold,0,1,0,8,2.33,32.31,-0.176,0
65+_Asia-Pacific_Business_Low,65+,Asia-Pacific,Business,Low,-21.11,0,2,11,13,5.82,4.72,0.643,5.6,81.3,34.82,0,0,2,66.97,40,2,Gold,0,12,1,10,10.45,0.0,-1.123,0
65+_Asia-Pacific_Business_High,65+,Asia-Pacific,Business,High,-6.29,0,0,4,4,-40.76,-34.02,-0.775,-47.88,24.87,20.5,0,0,4,9.74,69,8,Bronze,0,4,2,8,6.15,36.37,-0.834,0
46-55_Asia-Pacific_Leisure_Medium,46-55,Asia-Pacific,Leisure,Medium,0.34,0,1,1,0,-45.76,3.08,-1.285,-50.74,73.29,41.82,1,0,0,11.77,659,1,Silver,0,231,0,2,27.55,11.42,-0.472,1
46-55_Asia-Pacific_Leisure_Medium,46-55,Asia-Pacific,Leisure,Medium,-23.67,0,0,1,2,-77.27,-2.67,-1.438,-14.36,48.32,27.63,0,0,3,19.66,669,0,Gold,1,304,0,2,8.29,52.79,-1.294,1
65+_Middle East_Leisure_High,65+,Middle East,Leisure,High,-5.09,1,1,4,12,-10.06,-17.67,-0.015,-39.47,37.31,10.99,0,2,1,2.82,19,12,Platinum,0,30,0,4,43.3,19.52,0.683,0
65+_Europe_Business_Medium,65+,Europe,Business,Medium,1.37,0,0,0,1,-8.18,-18.41,-0.263,-30.89,33.13,30.44,1,0,4,14.01,268,1,Gold,0,106,0,0,24.13,51.58,-0.715,1
65+_Asia-Pacific_Leisure_Medium,65+,Asia-Pacific,Leisure,Medium,-23.97,0,0,0,2,-14.69,-9.67,-0.885,0.23,47.62,65.82,1,1,2,54.28,577,0,Platinum,0,206,1,0,54.75,57.5,-0.71,1
26-35_North America_Mixed_High,26-35,North America,Mixed,High,-27.22,2,3,5,10,20.0,9.1,0.894,-18.62,62.62,44.4,0,0,3,28.62,20,4,Gold,0,16,0,11,13.32,28.71,-0.028,0
